BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part#,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,Comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,true,true,false,false,false,0,10022632,"CAPACITOR CERAMIC,22PF,+/-5%,50V,0603",C        ECO-R252636,2,Each,Production,,"C94,C95",,,,,,Part,CBRM,,1,,,true,false,SAMSUNG_RMS1,CL10C220JB8NNNC,,MULTILAYER CERAMIC CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cl10c220jb8nnnc/samsung-electro-mechanics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN220,,CAP CER 22PF 50V C0G 5% 0603,Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://canada.newark.com/yageo/cc0603jrnpo9bn220/multilayer-ceramic-capacitor-cc/dp/74X7870?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN220,223886715229,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.000022 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603jrnpo9bn220/multilayer-ceramic-capacitor-cc/dp/74X7870?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022634,"CAPACITOR,220NF,+/-10%,16V,X7R,1206",B        ECO-R184640,1,Each,Production,,C50,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,VJ1206Y224JXAAT,,MULTILAYER CERAMIC CHIP CAPACITOR,Active,Preferred,,,,,,,,https://www.avnet.com/shop/us/products/vishay/vj1206y224jxaat-3074457345625979386?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C1206C224J5RAC,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/c1206c224j5rac/121229133?utm_term=c1206c224j5rac&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX_RMS1,1206YC224KAT2A,,X7R DIELECTRIC,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/1206yc224kat2a/13575930?utm_term=1206yc224kat2a&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC1206KRX7R7BB224,223878115654,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.22 UF, SURFACE MOUNT, 1206",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cc1206krx7r7bb224/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022650,"DIODE SCHOTTKY, 40V, 1A SOD123",B        ECO-R179344,3,Each,Production,,"CR1,CR2,D19",,,,,,Part,CBRM,,1,,,true,false,NEXPERIA,PMEG4010CEGW,,DIODE SCHOTTKY 40V 1A SOD123,Active,Preferred,,,,,,,,https://www.arrow.com/en/products/pmeg4010cegwx/nexperia,https://assets.nexperia.com/documents/data-sheet/PMEG4010CEGW.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,DIODES INC_RMS1,1N5819HW-7-F,,DIODE SCHOTTKY 40V 1A SOD123,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/multicomp/1n5819hw-7-f/diode-schottky-1a-40v-sod-123/dp/66W0954?ost=2306459&iscrfnonsku=true&CMP=GRHB-SF-FC&ddkey=https%3Aen-CA%2FElement14_Canada%2Fw%2Fsearch,https://www.diodes.com/assets/Datasheets/ds30217.pdf
1,true,true,false,false,false,0,10022652,"DIODE SCHOTTKY, 30V, 200MA",C        ECO-R252636,4,Each,Production,,"D1,D17,D18,D20",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BAT54,215",,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.rocelec.com/part/NEXNXPBAT54215?utm_medium=buyNow&utm_source=findChips,https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BAT54,,SCHOTTKY BARRIER DOUBLE DIODE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/22881,https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
1,true,true,false,false,false,0,10022653,"DIODE SCHOTTKY DOUBLE,30V, 200MA,SOT23",C        ECO-R252636,5,Each,Production,,"D2,D7,D14,D15,D16",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BAT54C,215",,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/nexperia/bat54c-215-3074457345627006342?CMP=EMA_FindChips_inventoryfeed_VSE,https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BAT54C,,SCHOTTKY BARRIER DOUBLE DIODE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/32339,https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
1,true,true,false,false,false,0,10022654,"DIODE TRANSIENT 600W,36V",C        EC093850,2,Each,Production,,"D3,D21",,,,,,Part,CBRM,,1,,,true,false,LITTLEFUSE,SZ1SMB36AT3G,,ZENER TRANSIENT VOLTAGE SUPPRESSORS,Active,Preferred,,,Yes,Cleared,,,,https://www.arrow.com/en/products/sz1smb36at3g/littelfuse?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smb_datasheet.pdf.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,LITTLEFUSE,1SMB36AT3G,,ZENER TRANSIENT VOLTAGE SUPPRESSORS,Active,Preferred,,,Yes - by exemption,Cleared - Exemption 7a,,,,https://www.questcomp.com/part/4/1smb36at3g/29279647?utm_term=1smb36at3g&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,https://media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SZ1SMB_Series_DS.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,1SMB36AT3G,,ZENER TRANSIENT VOLTAGE SUPPRESSORS,Active,Preferred,,ROHS EXEMPT : 7(A),Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/1smb36at3g/29279647?utm_term=1smb36at3g&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,false,false,false,0,10022655,"DIODE ZENER, 0.35W,4.7V",C        ECO-R252636,1,Each,Production,,D4,,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,BZX84-C4V7,,VOLTAGE REGULATOR DIODE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/bzx84-c4v7/118399884?utm_term=bzx84-c4v7&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BZX84-C4V7,215",,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/nexperia/bzx84-c4v7-215-3074457345629891889?CMP=EMA_FindChips_inventoryfeed_VSE,https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
1,true,true,false,false,false,0,10022656,"DIODE SCHOTTKY, 3A, 40V",B        ECO-R252636,3,Each,Production,,"D5,D6,D11",,,,,,Part,CBRM,,1,,,true,false,STMICROELECTRONICS,STPS340U,,POWER SCHOTTKY RECTIFIER,Active,Preferred,,ROHS EXEMPT: 7(A),Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/stmicroelectronics/stps340u-3074457345626086667?CMP=EMA_FindChips_inventoryfeed_VSE,https://www.st.com/content/ccc/resource/technical/document/datasheet/bb/db/21/0c/04/d9/41/a5/CD00000844.pdf/files/CD00000844.pdf/jcr:content/translations/en.CD00000844.pdf
1,true,true,false,false,false,0,10022657,"DIODE ZENER, 0.35,5.1V, SOT23",B        ECO-R252636,2,Each,Production,,"D10,D12",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,BZX84-C5V1,,VOLTAGE REGULATOR DIODE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.rocelec.com/part/NEXNXPBZX84-C5V1?utm_medium=buyNow&utm_source=findChips,https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BZX84-C5V1,215",,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.rocelec.com/part/NEXNXPBZX84-C5V1215?utm_medium=buyNow&utm_source=findChips,https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
1,true,true,false,false,false,0,10022658,"DIODE, 33V, VCL 53.3V, 1500W",A        ECO-R252636,1,Each,Production,,D13,,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,SMCJ33CA,,TRANSIENT VOLTAGE SUPPRESSORS,Active,Preferred,,ROHS EXEMPTION: 7(A),Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/smcj33ca/diode/dp/67R1748?CMP=AFC-SF-FC,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf
1,true,true,false,false,false,0,10022695,"RESISTOR,27K OHM, 0.063W, +/-1%, 0603",B        ECO-R252636,1,Each,Production,,R18,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0727KL,232270462703,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 27000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0727kl/res-thick-film-27k-1-0-1w-0603/dp/66R2230?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060327K0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw060327k0fkea/res-thick-film-27k-1-0-1w-0603/dp/52K8345?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0727KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 27000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0727kl/res-thick-film-27k-1-0-1w-0603/dp/66R2230?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022696,"RESISTOR,10.2K OHM, 0.063W, +/-0.1%,0603",A        ECO-R252636,1,Each,Production,,R2,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,TNPW060310K2BEEA,,RES 10.2K OHM 0.1% 1/10W 0603,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/tnpw060310k2beea/vishay,http://www.vishay.com/docs/28758/tnpw_e3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,PCF0603R-10K2BI,,PRECISION SURFACE MOUNT RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/tt-electronics-welwyn/pcf0603r-10k2bi/res-10k2-0-1-0-063w-0603-thin/dp/3989434?CMP=GRHB-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TYCO ELECTRONICS,RN73C1J10K2BTG,,HIGH PRECISION RESISTOR,Active,Preferred,,TYCO INTERNAL PART NUMBER :1614349-6,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/TE-Connectivity-Holsworthy/RN73C1J10K2BTG?utm_term=RN73C1J10K2BTG&qs=ip69W3eHERUoUolIqfZsCA==&utm_campaign=RN73C1J10K2BTG&utm_medium=aggregator&utm_source=findchips&utm_content=TE-Connectivity,
1,true,true,false,false,false,0,10022697,"RESISTOR,470 OHM, 0.125W,+/-1%, 0805",C        ECO-R252636,1,Each,Production,,R3,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/61538,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0805470RFKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/crcw0805470rfkea/150429660?utm_term=crcw0805470rfkea&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/61538,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.maritex.com.pl/product/show_qr/61538,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NIC COMPONENTS CORP.,NRC10F4700TRF,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/nrc10f4700trf/nic-components,https://datasheet.octopart.com/NRC10F4700TRF-NIC-Components-datasheet-10900480.pdf
1,true,true,false,false,false,0,10022698,"RESISTOR,12K OHM,0.063W,+/-1%,0603",B        ECO-R252636,1,Each,Production,,R4,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,CRCW060312K0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw060312k0fkea/res-thick-film-12k-1-0-1w-0603/dp/52K8104?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0712KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 12000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://canada.newark.com/yageo/rc0603fr-0712kl/res-thick-film-12k-1-0-1w-0603/dp/66R2020?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0712KL,232270461203L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 12000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0712kl/res-thick-film-12k-1-0-1w-0603/dp/66R2020?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022699,"RESISTOR,27 OHM,0.063W,+/-1%,0603",B        ECO-R252636,2,Each,Production,,"R5,R6",,,,,,Part,CBRM,,1,,,false,false,YAGEO_RMS1,RC0603FR-0727RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 27 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0727rl/res-27r-1-0-1w-0603-thick-film/dp/12AC2137?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0727RL,232270462709L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 27 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0727rl/res-27r-1-0-1w-0603-thick-film/dp/12AC2137?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060327R0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw060327r0fkea/res-thick-film-27r-1-0-1w-0603/dp/52K8347?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022700,"RESISTOR,1.5K OHM,0.063W,+/-1%,0603",C        ECO-R252636,1,Each,Production,,R7,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,232270461502,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,232270461502L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KOA SPEER,RK73H1JTTD1501F,,THICK FILM CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT : 5(A),Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/rk73h1jttd1501f/342953664?utm_term=rk73h1jttd1501f&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022701,"RESISTOR, PRECISION,10K OHM, 0.063W,+/-0.1%,0603",B        ECO-R179347,12,Each,Production,,"R9,R22,R35,R47,R56,R57,R66,R70,R71,R72,R78,R112",,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO,RG1608P-103-B-T1,,,Active,Alternate,,,,,,,,https://www.digikey.ca/product-detail/en/susumu/RG1608P-103-B-T1/RG1608P-103-B-T1-ND/1259929?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRB0710KL,,,Active,Preferred,,ROHS COMPLIANT PART,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brb0710kl/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SUSUMU CO,RG1608P-103-B-T5,,RES 10.0K OHM 1/10W .1% 0603 SMD,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/susumu/rg1608p-103-b-t5/res-10k-0-1-0-1w-0603-thin-film/dp/54M8086?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB103V,, RES SMD 10K OHM 0.1% 1/10W 0603 ,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb103v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,PCF0603R-10KBI,,PRECISION SURFACE MOUNT RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,http://www.findchips.com/buyNow/REF53bad9de6cf32d1082c3c557114db8bd_1586153759809,
1,true,true,false,false,false,0,10022704,"RESISTOR,470 OHM, 0.063W,+/-1%,0603",B        ECO-R252636,1,Each,Production,,R14,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-07470RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,http://www.findchips.com/buyNow/REF9c7fe12556454e57c338e888bf9695e4_1586153759809,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-470ELF,,RES SMD 470 OHM 1% 1/10W 0603,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr0603-fx-4700elf/bourns,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-07470RL,232270464701L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-07470rl/res-thick-film-470r-1-0-1w-0603/dp/66R2422?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022708,"RESISTOR,110K OHM,0.603W,+/-0.1%,0603",A        ECO-R252636,2,Each,Production,,"R19,R33",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,MCT06030D1103BP100,,RES SMD 110K OHM 0.1% 1/10W 0603,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/mct06030d1103bp100/vishay?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB114V ,,RES SMD 110K OHM 0.1% 1/10W 0603 ,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb114v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
1,true,true,false,false,false,0,10022709,"RESISTOR, 100K OHM, 0.063W,+/-0.1%,0603",C        ECO-R184875,3,Each,Production,,"R44,R64,R125",,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO,RG1608P-104-B-T1,,,Active,Alternate,,,,,,,,https://www.digikey.ca/product-detail/en/susumu/RG1608P-104-B-T1/RG1608P-104-B-T1-ND/1259953?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SUSUMU CO.,RG1608P-104-B-T5,,RES SMD 100K OHM 0.1% 1/10W 0603,Active,Preferred,,,RoHS3 Compliant,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/susumu/rg1608p-104-b-t5/res-100k-0-1-0-1w-0603-thin-film/dp/42M1164?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD07100KL,,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 100000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brd07100kl/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,PCF0603R-100KBI,,LOW VALUE FLAT CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/PCF0603R-100KBI?utm_term=PCF0603R-100KBI&qs=n%252bNaOaZylkYSRT8E6n3b8Q==&utm_campaign=PCF0603R-100KBI&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
