BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,true,true,false,false,false,0,GR101899,TVS AVAL DIODE ARRAY 2CH SC70-3,A        ECO-R253300,2,Each,Production,,"D2,D8",,,,,,Part,CBRM,,1,,,true,false,LITTLEFUSE,SP0502BAJTG,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/sp0502bajtg/littelfuse?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10107888,DIODE SCHOTTKY DUAL 70V 100MA SOT-23,A        ECO-R252636,1,Each,Production,,D5,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,BAS70-05-E3-08,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/bas70-05-e3-08/vishay?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10060347,"DIODE TRANSIL 33V, SMA",A        ECO-R252636,4,Each,Production,,"D1,D7,D9,D14",,,,,,Part,CBRM,,1,,,true,false,ST MICROELECTRONICS_RMS1,SMA6J28A-TR,,HIGH JUNCTION TEMPERATURE TRANSIL,Active,Preferred,,EXEMPTION LIST-7A. LEAD IN HIGH MELTING TEMPERATURE TYPE SOLDERS (I.E. LEAD BASED SOLDER ALLOYS CONTAINING 85% BY WEIGHT OR MORE LEAD).,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/sma6j28a-tr/stmicroelectronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,false,true,false,false,false,0,10002095,MOSFET N-CH 60V 115MA SOT23-3,C        EC014944,5,Each,Production,,"T1,T6,T7,T10,T15",,,,,,Part,CBRM,,1,,,true,false,ON SEMICONDUCTOR,2N7002LT1G,,TRANS MOSFET N SOT23,Active,Preferred,,,Yes,"Per manufacturer RoHS and material declaration, part has a ""G"" prefix and does not contain any lead die. Thus, it is RoHS compliant with no exemptions.",,,,https://www.mouser.ca/ProductDetail/ON-Semiconductor/2N7002LT1G?utm_term=2N7002LT1G&qs=vLkC5FC1VN8mXZ6s%252bPUd9g==&utm_campaign=2N7002LT1G&utm_medium=aggregator&utm_source=findchips&utm_content=ON-Semiconductor,https://www.onsemi.com/pub/Collateral/2N7002L-D.PDF
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,DIODES INC,2N7002-7-F,,MOSFET N-CH 60V 115MA SOT23-3,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/diodes-inc/2n7002-7-f/mosfet-n-channel-60-v-800ma-sot/dp/25R5679?CMP=AFC-SF-FC,https://datasheet.datasheetarchive.com/originals/dk/DKDS-29/577713.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,DIODES INC_RMS1,2N7002TA,,MOSFET N-CH 60V 115MA SOT23-3,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/diodes-inc/2n7002ta/mosfet-n-sot-23/dp/1471177?CMP=GRHB-SF-FC,https://datasheet.datasheetarchive.com/originals/dk/DKDS-29/575761.pdf
1,true,true,false,false,false,0,GR102887,MOSFET N-CH 30V SOT-23,A        MC007004,2,Each,Production,,"T5,T11",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,SI2300DS-T1-GE3,,MOSFET N-CH 30V SOT-23,Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://www.mouser.ca/ProductDetail/Vishay-Semiconductors/SI2300DS-T1-GE3?utm_term=SI2300DS-T1-GE3&qs=WX95TUc1y56RfPTl4pBtCQ==&utm_campaign=SI2300DS-T1-GE3&utm_medium=aggregator&utm_source=findchips&utm_content=Vishay,
1,true,true,false,false,false,0,10060356,"TRANSISTOR MOS P CHANNEL, 60V, 1.6A, SOT23",A        ECO-R252636,1,Each,Production,,T3,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,SI2309CDS-T1-GE3,,P-CHANNEL 60-V (D-S) MOSFET,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/si2309cds-t1-ge3/vishay?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,true,false,false,0,10095972,"TRANSISTOR MOSFET, 60V, 50A, P CHANNEL",A        ECO-R255176,5,Each,Production,,"T2,T4,T8,T9,T14",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,SUD50P06-15L-E3,,,Active,Preferred,,ROHS,Yes - by exemption,RoHS exemption 7a,,,,https://canada.newark.com/vishay/sud50p06-15l-e3/p-channel-mosfet/dp/06J8479?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022891,"IC,CURRENT SHUNT MONITOR,MSOP",A        ECO-R252636,1,Each,Production,,U3,,,,,,Part,CBRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,INA170EA,,CURRENT SHUNT MONITOR,Active,Preferred,,ROHS EMEMPTION: 15,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/texas-instruments/ina170ea/current-shunt-monitor-msop8-170/dp/1212420?CMP=GRHB-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,INA170EA/2K5,,CURRENT SHUNT MONITOR,Active,Preferred,,"TAPE & REEL, 2500, ROHS EMEMPTION: 15",Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/texas-instruments/ina170ea-2k5/current-shunt-monitor-400khz-msop8/dp/74C9832?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,INA170EA/250,,CURRENT SHUNT MONITOR,Active,Preferred,,"TAPE & REEL, 250, ROHS EMEMPTION: 15",Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/ina170ea250/texas-instruments?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022896,"IC,VOLTAGE REFERENCE,5MA,3V +/-2%,SOT23",B        ECO-R252636,1,Each,Production,,U2,,,,,,Part,CBRM,,1,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LM4120AIM5-3.0/NOPB,,LOW POWER VOLTAGE REFERENCE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.chip1stop.com/USA/en/product/detail?utm_term=LM4120AIM5-3.0/NOPB&partId=TI01-0276833&utm_campaign=c1s_findchips_2019&utm_medium=aggregator&cid=TI01-0276833&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10107900,IC LINEAR ACTIVE THERMISTOR MCP9700 TO-92,A        ECO-R252636,1,Each,Production,,U6,,,,,,Part,CBRM,,1,,,true,false,MICROCHIP,MCP9700A-E/TO,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/fr/p/analog--sensors--temperature/mcp9700a-e-to-microchip-2134070,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,MICROCHIP,MCP9700A-E/TO,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/mcp9700a-eto/microchip-technology?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10113304,IC REG LINEAR 5V/3.3V 350MA D2PAK-7,A        ECO-R252636,1,Each,Production,,U1,,,,,,Part,CBRM,,1,,,true,false,ON SEMICONDUCTOR_RMS1,NCV87725D7S50R4G,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/ON-Semiconductor/NCV87725D7S50R4G?utm_term=NCV87725D7S50R4G&qs=EusSljnoWfj1XrWw%252b9khYA==&utm_campaign=NCV87725D7S50R4G&utm_medium=aggregator&utm_source=findchips&utm_content=ON-Semiconductor,
1,true,true,false,false,false,0,10126894,MICROCONTROLLER PROGRAMMED - POWERPACK2,A        ECO-R252636,1,Each,Production,,U4,,,,,,Part,CBRM,,1,,,true,false,MICROCHIP,10126894,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,,
1,true,true,false,false,false,0,10022532,"FILTER CC, 1MHZ-1GHZ, 10A, 50V",B        EC130338,1,Each,Production,,FL1,,,,,,Part,CBRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",BNX002-01,,FILTER,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.ttiinc.com/content/ttiinc/en/apps/part-detail.html?mfgShortname=MUR&partsNumber=BNX002-01&utm=704,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",BNX00201,,NOISE/EMI SUPPRESSION FILTER,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.ttiinc.com/content/ttiinc/en/apps/part-detail.html?mfgShortname=MUR&partsNumber=BNX002-01&utm=704,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",BNX002-11,,NOISE/EMI SUPPRESSION FILTER,Active,Preferred,,,Yes,CLEARED,,,,https://www.mouser.ca/ProductDetail/Murata-Electronics/BNX002-11?utm_term=BNX002-11&qs=l7cgNqFNU1g5DKqI66B3sg==&utm_campaign=BNX002-11&utm_medium=aggregator&utm_source=findchips&utm_content=Murata,
1,true,true,false,false,false,0,10021053,RELAY 24V 2POLES 8A RT2,B        ECO-R252636,1,Each,Production,,RL1,,,,,,Part,CBRM,,1,,,true,false,FINDER,41.52.9.024.0010,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/finder/41-52-9-024-0010/relay-dpdt-250vac-8a/dp/1169313?CMP=GRHB-SF-FC,
1,true,true,false,false,false,0,10060350,"CONNECTOR, ZH, 5 CIRCUITS, 1.5 MM",A        ECO-R252636,1,Each,Production,,J13,,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,S5B-ZR-SM4A-TF,,ZH CONNECTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/jst-japan-solderless-terminals/s5b-zr-sm4a-tf-lf-sn/wire-to-board-connector-zh-series/dp/53X3602?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10107890,HEADER 2 PIN FRICTION LOCK MOLEX KK 156 SERIES,A        ECO-R252636,1,Each,Production,,J9,,,,,,Part,CBRM,,1,,,true,false,MOLEX_RMS1,26-61-4020,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/molex/26-61-4020/connector-header-2pos-1row-3-96mm/dp/1462942?CMP=GRHB-SF-FC,
1,true,true,false,false,false,0,10107891,"CONNECTOR, ZH, 2 CIRCUITS, 1.5 MM",A        ECO-R252636,1,Each,Production,,J10,,,,,,Part,CBRM,,1,,,true,false,JST_RMS1,S2B-ZR-SM4A-TF(LF)(SN),,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/6883524?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
1,true,true,false,false,false,0,10107892,HEADER TH MOLEX MICRO-FIT 2 CIRCUITS 3MM 5A 250V,A        ECO-R252636,1,Each,Production,,J11,,,,,,Part,CBRM,,1,,,true,false,MOLEX_RMS1,43650-0229,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/molex/43650-0229/wtb-connector-header-2pos-1row/dp/3051590?CMP=GRHB-SF-FC,
1,true,true,false,false,false,0,10107894,"CONNECTOR ZIF, 19 CONTACTS, 1 MM",A        ECO-R252636,1,Each,Production,,J12,,,,,,Part,CBRM,,1,,,true,false,MOLEX_RMS1,52207-1960,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Molex/52207-1960?utm_term=52207-1960&qs=LVhiz6WniCkOGhEXWutSYA==&utm_campaign=52207-1960&utm_medium=aggregator&utm_source=findchips&utm_content=Molex,
1,true,true,false,false,false,0,10021350,"CONNECTOR 2 CONTACTS, 3.5A, HT 6.5MM",A        ECO-R252636,6,Each,Production,,"J1,J2,J3,J5,J6,J7",,,,,,Part,CBRM,,1,,,true,false,ANTELEC,ACPD25410265,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,Small french manufacturer. TODO: contact Antelec for a quote,,,http://www.antelec.fr/page.php?lang=en&id=454&t=0,https://drive.google.com/open?id=17-JdgQ0m7W0xIH35IB8MGvRs-WXN5HV4
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PRECI-DIP                       (015220),811-S1-002-10-015101,,,Active,Preferred,,EXEMPTION LIST-EXCEPTION 6,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.digikey.ca/product-detail/en/preci-dip/811-S1-002-10-015101/811-S1-002-10-015101-ND/4130757?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,
1,true,true,false,false,false,0,10023419,"CONNECTOR, 1 CONTACTS, TEST PROBE",A        ECO-R252636,2,Each,Production,,"J4,J8",,,,,,Part,CBRM,,1,,,true,false,INGUN,GKS 913 305 230 A 15 02 S,,TEST PROBE,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,Contact Ingun US for quote,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGUN,GKS-913-0024,,,,,,,,,Same part alternate part numbering,,,,
1,true,false,false,false,false,0,10105965,"SCHEMATIC DIAGRAM, POWERPACK2 BOARD, PB500",B        ECO-R256396,1,,Production,,,,,,,,Document,CBRM,,1,,,,,,,,,,,,,,,,,,,
1,true,true,false,false,false,0,10106054,"FAB, PCB, POWERPACK2 BARE BOARD",A        MC002637,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,TTM,10106054,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,,
1,true,true,true,false,false,0,3838600,PC BOARD TRACABILITY LABEL,C        ECO-R252633,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BRADY_RMS1,3838600-H,,"B-727 LABEL, POLYIMIDE, GLOSSY WHITE THERMAL TRANSFER PRINTABLE LABEL STOCK",Active,Preferred,,CUSTOM LABEL PER COVIDIEN DRAWING 3838600,Yes,Legacy Inventory Status: Cleared,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095979,"RESISTOR,100 OHM,0.063W,+/-1%, 0603",A        ECO-R252633,DNP,Each,Production,,"R50,R51",,,,,,Part,CBRM,,1,,,TRUE,FALSE,TYCO ELECTRONICS,CRG0603F100R,,THICK FILM CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.te.com/usa-en/product-1622828-1.html?elqCampaignId=87913&te_bu=Cor&te_type=srch&te_campaign=sfm_glo_cor-sfm-global-srch-prtnr-findchips-organic_sma-298_1,
1,true,true,false,false,false,0,10022554,"RESISTOR, 1K OHM, 0.063W,+/-1%, 0603",C        ECO-R252636,DNP,Each,Production,,"R4,R14",,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,CR0603-FX-1001ELF,,CHIP RESISTOR,Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/cr0603-fx-1001elf/res-thick-film-1k-1-0-1w-0603/dp/84W7232?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10023185,"RESISTANCE, 0 OHM,0603",C        ECO-R252636,DNP,Each,Production,,"R57,R58",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-070RL,,RES 0.0 OHM 1/10W 0603 SMD,,,,https://canada.newark.com/yageo/rc0603jr-070rl/res-thick-film-0r-0-1w-0603-reel/dp/66R2644?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,RoHS3 Compliant with exemptions,RoHS3 Compliant with exemptions
1,false,true,false,false,false,0,10002095,MOSFET N-CH 60V 115MA SOT23-3,C        EC014944,DNP,Each,Production,,"T12,T13",,,,,,Part,CBRM,,1,,,true,false,ON SEMICONDUCTOR,2N7002LT1G,,TRANS MOSFET N SOT23,Active,Preferred,,,Yes,"Per manufacturer RoHS and material declaration, part has a ""G"" prefix and does not contain any lead die. Thus, it is RoHS compliant with no exemptions.",,,,https://www.mouser.ca/ProductDetail/ON-Semiconductor/2N7002LT1G?utm_term=2N7002LT1G&qs=vLkC5FC1VN8mXZ6s%252bPUd9g==&utm_campaign=2N7002LT1G&utm_medium=aggregator&utm_source=findchips&utm_content=ON-Semiconductor,https://www.onsemi.com/pub/Collateral/2N7002L-D.PDF
1,true,true,true,false,false,0,,DIODE ARRAY SCHOTTKY 30V SOT323,C        ECO-R252633,DNP,Each,Production,,D15,,,,,,Part,BDRM,,1,,,true,false,ON SEMICONDUCTOR,BAT54CWT1G,,DIODE ARRAY SCHOTTKY 30V SOT323,,Active,Preferred,,,Yes,,,,https://www.digikey.com/product-detail/en/on-semiconductor/BAT54CWT1G/BAT54CWT1GOSCT-ND/1475500,https://www.onsemi.com/pub/Collateral/BAT54CWT1-D.PDF
